iter	Passed	Remaining
988	671188	346792
989	671978	346170
990	672729	345529
991	673486	344890
992	674219	344239
993	674930	343576
994	675772	342980
995	676554	342352
996	677330	341722
997	678110	341093
998	678829	340433
999	679571	339785
1000	680230	339095
1001	680920	338421
1002	681597	337740
1003	682283	337064
1004	682980	336393
1005	683759	335762
1006	684546	335135
1007	685284	334484
1008	685988	333816
1009	686708	333155
1010	687399	332480
1011	688065	331794
1012	688745	331114
1013	689445	330444
1014	690115	329759
1015	690839	329100
1016	691660	328487
1017	692322	327799
1018	692997	327116
1019	693674	326435
1020	694400	325776
1021	695168	325137
1022	695873	324468
1023	696551	323787
1024	697241	323111
1025	698039	322485
1026	698906	321891
1027	700072	321434
1028	701160	320939
1029	702135	320392
1030	703130	319852
1031	704139	319319
1032	705074	318751
1033	705913	318138
1034	706814	317554
1035	707586	316911
1036	708437	316303
1037	709188	315650
1038	709953	315003
1039	710736	314364
1040	711517	313723
1041	712332	313098
1042	713100	312451
1043	713888	311813
1044	714624	311152
1045	715414	310514
1046	716166	309859
1047	716860	309180
1048	717556	308501
1049	718229	307812
1050	718946	307142
1051	719658	306470
1052	720527	305865
1053	721259	305201
1054	721936	304513
1055	722630	303833
1056	723311	303147
1057	723969	302452
1058	724656	301768
1059	725350	301088
1060	726020	300398
1061	726745	299731
1062	727601	299117
1063	728557	298544
1064	729379	297915
1065	730369	297355
1066	731214	296734
1067	732051	296110
1068	733021	295540
1069	733739	294867
1070	734464	294197
1071	735163	293516
1072	735907	292854
1073	736643	292188
1074	737442	291546
1075	738163	290874
1076	738931	290220
1077	739659	289551
1078	740483	288918
1079	741311	288287
1080	741980	287594
1081	742643	286899
1082	743360	286224
1083	744020	285528
1084	744679	284831
1085	745376	284149
1086	746049	283457
1087	746703	282759
1088	747391	282073
1089	748063	281381
1090	748720	280684
1091	749436	280009
1092	750165	279338
1093	750876	278661
1094	751511	277956
1095	752174	277261
1096	752817	276559
1097	753497	275870
1098	754147	275171
1099	754839	274487
1100	755545	273807
1101	756205	273112
1102	756858	272414
1103	757492	271709
1104	758209	271034
1105	758917	270355
1106	759653	269687
1107	760317	268993
1108	761026	268314
1109	761690	267620
1110	762336	266920
1111	762986	266221
1112	763665	265533
1113	764386	264859
1114	765066	264170
1115	765734	263478
1116	766401	262786
1117	767067	262092
1118	767784	261417
1119	768435	260719
1120	769088	260022
1121	769703	259311
1122	770365	258617
1123	771001	257914
1124	771631	257210
1125	772265	256507
1126	772947	255820
1127	773625	255131
1128	774285	254437
1129	774957	253747
1130	775596	253046
1131	776258	252352
1132	776930	251662
1133	777604	250972
1134	778257	250276
1135	778922	249584
1136	779572	248887
1137	780242	248196
1138	780903	247503
1139	781606	246823
1140	782284	246134
1141	782920	245434
1142	783696	244776
1143	784401	244096
1144	785049	243399
1145	785703	242704
1146	786370	242012
1147	787043	241323
1148	787674	240621
1149	788322	239924
1150	788967	239226
1151	789615	238529
1152	790295	237842
1153	790973	237154
1154	791668	236472
1155	792327	235779
1156	792994	235088
1157	793662	234397
1158	794405	233729
1159	795077	233039
1160	795749	232350
1161	796469	231675
1162	797181	230997
1163	797892	230319
1164	798597	229639
1165	799279	228953
1166	800015	228282
1167	800723	227603
1168	801448	226928
1169	802085	226229
1170	802740	225535
1171	803424	224849
1172	804068	224152
1173	804742	223463
1174	805394	222768
1175	806054	222076
1176	806699	221379
1177	807361	220688
1178	808012	219993
1179	808652	219295
1180	809332	218608
1181	809987	217915
1182	810663	217227
1183	811356	216544
1184	812009	215850
1185	812683	215162
1186	813372	214478
1187	814095	213802
1188	814766	213113
1189	815407	212417
1190	816201	211760
1191	816877	211072
1192	817512	210374
1193	818156	209678
1194	818816	208986
1195	819473	208294
1196	820121	207599
1197	820752	206900
1198	821406	206208
1199	822034	205508
1200	822695	204817
1201	823407	204139
1202	824104	203457
1203	824760	202764
1204	825446	202080
1205	826085	201383
1206	826728	200688
1207	827412	200003
1208	828106	199320
1209	828770	198630
1210	829430	197940
1211	830096	197250
1212	830783	196566
1213	831430	195872
1214	832079	195179
1215	832698	194478
1216	833348	193786
1217	834022	193098
1218	834724	192417
1219	835442	191740
1220	836228	191079
1221	836961	190405
1222	837723	189737
1223	838472	189067
1224	839183	188388
1225	839971	187726
1226	840810	187075
1227	841574	186407
1228	842306	185732
1229	843003	185049
1230	843721	184371
1231	844376	183679
1232	845104	183003
1233	845878	182336
1234	846610	181661
1235	847291	180974
1236	847944	180282
1237	848614	179593
1238	849300	178908
1239	850063	178239
1240	850851	177575
1241	851579	176898
1242	852344	176228
1243	853065	175550
1244	853764	174867
1245	854540	174200
1246	855268	173522
1247	856089	172864
1248	856917	172206
1249	857664	171532
1250	858423	170861
1251	859243	170201
1252	859995	169528
1253	860771	168859
1254	861522	168185
1255	862284	167513
1256	863003	166833
1257	863734	166155
1258	864437	165472
1259	865173	164794
1260	865864	164109
1261	866582	163428
1262	867327	162752
1263	868090	162080
1264	868790	161395
1265	869536	160719
1266	870235	160035
1267	870931	159350
1268	871690	158676
1269	872449	158002
1270	873167	157321
1271	873920	156646
1272	874644	155965
1273	875374	155286
1274	876043	154595
1275	876752	153912
1276	877465	153230
1277	878217	152554
1278	878929	151871
1279	879570	151176
1280	880257	150489
1281	880946	149802
1282	881629	149114
1283	882404	148441
1284	883116	147758
1285	883842	147077
1286	884527	146390
1287	885212	145702
1288	885863	145009
1289	886555	144322
1290	887303	143645
1291	887956	142952
1292	888609	142260
1293	889285	141570
1294	889930	140876
1295	890578	140183
1296	891292	139500
1297	891968	138811
1298	892629	138120
1299	893350	137438
1300	894017	136748
1301	894799	136075
1302	895465	135385
1303	896166	134699
1304	896820	134007
1305	897492	133318
1306	898173	132630
1307	898840	131939
1308	899534	131253
1309	900222	130566
1310	900950	129885
1311	901683	129204
1312	902380	128518
1313	903070	127831
1314	903764	127145
1315	904433	126455
1316	905122	125768
1317	905820	125082
1318	906521	124397
1319	907174	123705
1320	907841	123015
1321	908524	122327
1322	909186	121637
1323	909935	120958
1324	910627	120271
1325	911324	119585
1326	912044	118902
1327	912794	118223
1328	913518	117540
1329	914185	116850
1330	914809	116155
1331	915496	115468
1332	916261	114790
1333	917034	114113
1334	917855	113442
1335	918582	112760
1336	919320	112078
1337	920081	111399
1338	920833	110720
1339	921523	110032
1340	922201	109343
1341	922940	108662
1342	923655	107977
1343	924348	107290
1344	925068	106606
1345	925776	105920
1346	926464	105233
1347	927157	104545
1348	927865	103860
1349	928528	103169
1350	929206	102480
1351	929886	101792
1352	930626	101110
1353	931315	100422
1354	931997	99734
1355	932720	99049
1356	933411	98362
1357	934123	97677
1358	934908	96999
1359	935673	96319
1360	936470	95642
1361	937197	94958
1362	937924	94274
1363	938633	93588
1364	939311	92898
1365	940018	92212
1366	940742	91528
1367	941511	90847
1368	942336	90172
1369	943075	89488
1370	943874	88810
1371	944631	88128
1372	945474	87454
1373	946237	86772
1374	946961	86087
1375	947674	85400
1376	948364	84712
1377	949094	84027
1378	949883	83347
1379	950640	82664
1380	951367	81978
1381	952095	81293
1382	952794	80605
1383	953541	79921
1384	954251	79233
1385	955049	78553
1386	955682	77860
1387	956379	77171
1388	957097	76485
1389	957800	75797
1390	958448	75104
1391	959106	74413
1392	959771	73722
1393	960475	73034
1394	961161	72345
1395	961826	71654
1396	962512	70965
1397	963200	70276
1398	963851	69584
1399	964563	68897
1400	965226	68206
1401	965907	67517
1402	966638	66831
1403	967337	66142
1404	968002	65452
1405	968685	64762
1406	969401	64075
1407	970183	63392
1408	970874	62703
1409	971649	62020
1410	972310	61329
1411	972957	60637
1412	973592	59945
1413	974232	59253
1414	974898	58562
1415	975597	57874
1416	976274	57184
1417	976921	56493
1418	977611	55804
1419	978305	55115
1420	978965	54425
1421	979631	53735
1422	980297	53044
1423	980961	52354
1424	981593	51662
1425	982275	50973
1426	982910	50282
1427	983581	49592
1428	984226	48901
1429	984914	48212
1430	985560	47521
1431	986304	46835
1432	987117	46152
1433	987775	45462
1434	988478	44774
1435	989174	44085
1436	989845	43396
1437	990480	42705
1438	991144	42015
1439	991849	41327
1440	992551	40638
1441	993228	39949
1442	993869	39258
1443	994570	38570
1444	995207	37879
1445	995898	37191
1446	996566	36501
1447	997273	35813
1448	997944	35124
1449	998678	34437
1450	999368	33748
1451	1000021	33058
1452	1000682	32368
1453	1001353	31679
1454	1002003	30989
1455	1002678	30300
1456	1003353	29611
1457	1004082	28924
1458	1004767	28235
1459	1005423	27545
1460	1006065	26855
1461	1006728	26166
1462	1007394	25477
1463	1008060	24788
1464	1008722	24099
1465	1009424	23410
1466	1010107	22722
1467	1010870	22035
1468	1011638	21348
1469	1012499	20663
1470	1013373	19978
1471	1014084	19289
1472	1014836	18601
1473	1015620	17914
1474	1016313	17225
1475	1017163	16539
1476	1017967	15851
1477	1018804	15164
1478	1019640	14477
1479	1020401	13789
1480	1021297	13102
1481	1022060	12413
1482	1022876	11725
1483	1023718	11037
1484	1024568	10349
1485	1025337	9659
1486	1026092	8970
1487	1026946	8281
1488	1027787	7592
1489	1028629	6903
1490	1029362	6213
1491	1030229	5524
1492	1031036	4834
1493	1031778	4143
1494	1032477	3453
1495	1033153	2762
1496	1033877	2071
1497	1034568	1381
1498	1035301	690
1499	1036089	0
